Tweet,Subject_of_tweet,Emotion
@mention Our social calendar app just rolled out with some special #SXSW functionality for iPhone AND android =D {link},,1
"What??? four South Africans, who capped off a 35-hour plane trip to #SXSW with a nine-hour wait in the iPad line...{link}",iPad,1
"Part of Journalsim is the support of democracy, yes? Informed populous, yes? iPad, as a focus, does not support that #newsapps #sxsw",iPad,0
I am jealous to see people with the iPad 2 take photos with it. #IwantaCameraonmyiPad #SXSW,iPad,1
Checking out Google's @mention keynote at #sxsw #mkesxsw who is from Wisconsin!,,1
"checking out iPad 2 @mention the #sxsw pop-up store (@mention Apple Store, SXSW w/ 17 others) {link}",iPad,1
"Checking out iPad Design Headaches (2 Tablets, Call in the Morning).
{link} #SXSW #tapworthy #fb",,0
It was about pen and ink and #miamibeach for me. But for now it's all iPhone and #sxsw for the next week.,iPhone,1
Checking out the Apple pop up store. Looking fwd to checking out the iPad 2. #sxsw #mosaicxm MK {link},iPad,1
"Checking out the new Fast Society app. for iPhone ... Kinda like a group FourSquare, nice for #sxsw. Thanks to @mention for sharing!",iPad or iPhone App,1
Check it out! Great &amp; v. effective enviro app by @mention : Which Bin - {link} (iPhone 3gs+) #sxsw #sxswi #greatergood,iPad or iPhone App,1
Traffic routing feature of Google Maps saves 2 years per day in terms of wasted time in traffic #SXSW,Other Google product or service,1
The line outside the pop-up Apple store was crazy-long. This festival gets more entertaining every day. #sxsw,Apple,1
Banks innovate or die is a great session. &quot;250k customers joined bank of america when they were 1st to release an iPhone app&quot; #sxsw,iPad or iPhone App,1
Totally love the copia cocoon messenger iPad bag I picked up for attending the redbox/gilt group/graphic.ly sesh this morning! #sxsw,Other Apple product or service,1
It only now dawned on me that the iPad 2 launch was timed to coincide with #SXSW to gain maximum #tech #hipster attention. #genius #apple,,1
Anyone know the hours on the #sxsw Apple store? Kinda' hoping it's open 24 hours...,Apple,1
Anyone know what the line is like at the popup Apple store? #SXSW #ipad2,Apple,1
Anyone know where I'll be able to find a video of Marissa Mayer's #SXSW presentation? #Google,Google,1
How to know you're a geek #16162: when you cross the road to take a picture of an Apple pop-up store #sxsw  {link},Apple,1
"Google showing off google places with hotpot allows u to post review of place, goes in search results, maps for friends to see, others #sxsw",,1
Dennis Crowley @mention we'd love to work with google. They could benefit from working with us too. We're doing social well #checkins #sxsw,Google,1
Google knows everything!! Map of people traffic around the world #sxtxstate #sxsw {link},Google,1
Setting up a pop up shop @mention #SXSW was the smartest move for the iPad IMHO  | Developers Matter the Most for iPad 2 -  {link},iPad,1
Setting up for the Google #gsdm  #sxsw party. It's going to be a-ma-zing. Check out events at sxsurrogates.com and come on out.,Google,1
Brought up how Google Maps had rerouted all images of JCPenney to images of Macys or trashy restraunts. They had no comment #uosxsw #sxsw,Other Google product or service,0
The #atzip iPhone app has been released in time for #sxsw. No waiting in line for Bar 96  Bands if you have the app.    {link},iPad or iPhone App,1
Setting up my iPad2 - very swift and upbeat service this morning at the #SXSW Apple pop-up store.,iPad,1
Loading up my iPhone w/ apps in prep for #sxsw. I'm curious to see what rises to the top.,,1
First stop on the #SXSW @mention &amp; @mention hunt: Austin Java. Get in the spy game now for a chance to win an iPad!,,1
#Apple Pop up store at #SXSW is like dangling red meat in front of lions.  Irresistible &amp; a little unfair.  They can't help themselves!,,1
My #AT&amp;T iPhone user friends keep borrowing my #Verizon iPhone to chk their #sxsw schedules...their networks are ridiculously slow! :-),iPhone,1
Got the iPad 2 at Apple's pop-up store in downtown Austin! #SXSW {link},iPad,1
Coolest iPad case ever!  It's an etch-a-sketch #sxsw  {link},iPad,1
Coolest iPad case ever!  It's an etch-a-sketch #sxsw  {link} via @mention,Other Apple product or service,1
Put the iPad down idiot! #SMComedyFyeah #SxSW,iPad,0
Getting ipad envy on this flight to #sxsw,iPad,1
Serious iPad envy. Toting around one's Macbook Pro + cord will do that to a girl. #sxsw :(,iPad,1
Hmm the iPad only charged to 81% last night.  Am I worried about making it through a full day of #sxsw? No.,iPad,1
"Friday.
Ipad ordered.
Midway toured.
Shaping up to be a great day
Almost forgot I am not going to #SXSW ...
#toocoolforsxswanyway",iPad,1
Apple's iPad pop-up shop - {link} #sxsw,Apple,1
"iphone, ipad, mac Oh my! #agchat,#sxsw",,1
Have an iPad? Download the BroadFeed app for better content delivery: {link} #SXSW,iPad or iPhone App,1
I'm at a panel about flipboard - one of my fave iPad apps #SXSW,iPad or iPhone App,1
Smart company. RT @mention It's not a rumor: Apple opening up a temporary store in downtown Austin for #SXSW &amp;iPad 2 launch bit.ly/g03MZB,Apple,1
Smart company...Apple to set to open pop-up shop in core of #SXSW action...  {link} #apple,Apple,1
Final preparations for launch underway. Join up tomorrow - 03/10 - we've got a special Android promotion starting then! #SXSW,Android,1
"No beach parties. But Apple, Apps and Analytics! #GeekSpringBreak #SXSW Style ;) ÛÏ@mention Time to start packing&quot;",Apple,1
Google's party at #SXSW is a huge antigov lobbying initiative invoking privacy #puregenius  {link},Other Google product or service,1
"Ain't no party like a Google party, cause a Google party got tacos n ice cream #SXSW",Google,1
"Vinh: Flipboard is a step forward for iPad mags, those that get it right will go down this path - not the Wired path #sxsw",Other Apple product or service,1
Google expected to release new uber social sharing at #sxsw : Circles. your thoughts? {link},Google,1
Just stopped at the pop up Apple store.....lame!z!  Come on Apple you can still cut the weight in half. #sxsw,Apple,0
@mention Peter Cashmore on the iPad 2: it's only a minor improvement. Not worth it unless you have money to burn. #SXSW,iPad,0
"Verizon IPhone at #SXSW = 5 bars, baby.  Suck on that, AT&amp;T!",iPhone,1
Awesome iPhone cases for @mention here at #sxsw!,iPhone,1
Awesome iPhone charging lockers at the registrant's lounge  #sxsw {link},iPhone,1
Getting iPhone juiced by the #Sonos team at #sxsw next to Apple store in Austin gotta love it {link},iPhone,1
Wow. My iPhone just dropped off the side of the Iron Cactus balcony AND THE SCREEN DIDN'T SHATTER! Amazing. #SXSW #fb,iPhone,1
Lightbox Photos Wants To Be Your New Android Camera App {link} #SXSW,Android App,1
It was a plane full of Gogglers! And it was Google marketer who told a friend he liked community reading newspapers brings!  #sxsw,Google,1
"Damn!  Apple knows how to do it like no other:  Before It Even Begins, Apple WinsåÊSXSW {link} via @mention #SXSW",Apple,1
Smart. Apple opening pop-up in Austin for #SXSW {link}  Hope they stock up on extra battery chargers.  thx @mention,Apple,1
smart! Apple opens a pop-up store in Austin so people in for #SXSW can get new iPads. bit.ly/i41H53 (via @mention @mention,Apple,1
"About #Apple pop up store in #Austin for #sxsw.  When you can get peeps to line up at a store before it is finished, you have Brand Power.",Apple,1
Ooooo #Apple rumored to be opening a temporary store at #SXSW {link},Apple,1
"#tech #Apple saves #SXSW, set to open pop-up store: Despite having two other Austin, Texas, locations,... {link} #technology",Apple,1
"Smart! Apple sets up 5,000-square-foot temporary store at #SXSW to sell new iPads, test potential traffic {link} $AAPL",Apple,1
At the Apple Store downtown. Apple should really keep this store open permanently. Convience and location. #sxsw,Apple,1
"At the Apple store that they literally built in just for the #SXSW conference!  @mention Apple Store, SXSW {link} #photo",Apple,1
At the apple store with @mention he's buying an iPad...I guess this is what geeks do when they're drunk hahaha #sxsw,,1
Pop-up Apple store in Austin for 2 weeks during #sxsw - during time iPad2 ships. Great timing! {link},Apple,1
Pop-up Apple Store seems to be out of pop-up iPad2s. #SXSW,Apple,0
Pop-up Apple store still has a line around the block #sxsw,Apple,1
"So the Apple store is a huge success already! Methinks the Live Music Capitol could use one fulltime, eh? #nudgenudge #appleATXdt #SXSW",Apple,1
"Sweet, Apple's opening a pop-up shop in the Scarbrough Building on Congress for the iPad 2 - {link} /via @mention #sxsw",Apple,1
An Apple pop-up store at #SXSW?  There goes my impulse control. j.mp/i41H53,Apple,1
New blog post: ipad2 giveaway: {link} #actors #diet #sxsw,iPad,1
Planzai app featuring the official British Music schedule now on android market! {link} #sxsw,Android App,1
Google tipped to launch social network today at #sxsw called Circles {link},,1
Smart. #Apple creates pop-up store at #SXSW to peddle the iPad 2. - The #iPad 2 Takes Over SXSW [VIDEO] {link},iPad,1
Clearly Apple has another daylight savings time bug with the iPhone 4 alarm. Also need to remember to fix my room's clocks. Whoops. #SXSW,iPhone,0
"Nice... Apple made a lots of sells, I am sure! - RT @mention Apple Popup Store at #SXSW {link}",Apple,1
"{link}  Apple opens up a Temp store #SXSW just because both the events start on the same day, good work Apple !",Apple,1
Add the Apple Pop-up Shop to your #SXSW @mention To-Do list -&gt; {link},Apple,1
Why the Apple pop-up shop at #SxSW sucks: {link},Apple,0
pop up #apple store at #sxsw = pure genius.  international crowd will stock up before they go home..,Apple,1
Ughhh...Apple Store Austin at the Domain rain out of 3G iPads in first 25 minutes right before I got in #iPad2 #SXSW,Apple,0
I think apple us winning #sxsw. Just a sea of silver white and glass,Apple,1
"Cunning Apple, keeping the #iPad2 popup store open late next to #sxsw parties for impulsive late night purchases. No regrets here...",Apple,1
I &lt;3 Apple! RT @mention Apple opened a pop-up store in Austin so nerds in town for #SXSW can get new iPads {link},iPad,1
iOS app approval disrupts the continuous dev flow.  Android has been the preferred platform to fine tune and experiment #sxsw #groupchatapps,Android,1
All LBS apps on my iPhone think I am in Orlando :)) ! I guess I have 2 check in at Disney vs #SXSW :)),iPad or iPhone App,0
Android apps to survive SXSW 2011: {link} (by @mention #sxsw,Android App,1
I'm so happy this exist! Going to try and do the whole #sxsw trip w/o a laptop. iPhone &amp; iPad only.  {link},iPhone,1
Updated NPR Music iPhone app has song info for All Songs 24/7 &amp; live video streaming just in time for #SXSW {link},iPad or iPhone App,1
Attended preso on living simply #100tc at #sxswi #sxsw and felt a bit guilty taking notes on a new #iPad,iPad,0
@mention Prob going to hit the temp Apple Store they are setting up near #SxSW...nice of Apple to do that: {link},Apple,1
#sxsw #sxprotect  {link} is the Google Doc to get all the relevant links from this panel,Other Google product or service,1
"google maps 5.0 - guys, this will be huge!!!! google and marissa mayer #sxsw",Other Google product or service,1
"Google Maps 5.2 demo Renders very quickly, 3D buildings and landscapes included in the basic maps. #MarissaGoogle #sxsw",Other Google product or service,1
"Google Maps are so useful, how can it get any better? #sxsw",Other Google product or service,1
Google maps for mobile 5.2 looks awesome.#sxsw,Other Google product or service,1
Google Maps Has 150 Million Mobile Users? THat's what Marissa Mayer claims at  #SXSW - {link},,1
Google maps has 150 million users. 40 percent of Google Maps users are mobile #sxsw,Other Google product or service,1
"Google Maps mobile is going 3D in the next release, looks awesome.  #sxsw",Other Google product or service,1
Google maps mobile route options saves users 2 yrs of time. Every day. #SXSW,Other Google product or service,1
Google maps navigation + street view and 3d buildings is awesome #MarissaGoogle #sxsw,Other Google product or service,1
Google maps route around traffic is saving users 2 years of time every day @mention #sxsw,Other Google product or service,1
Google Maps Street View car sighting!!! #SXSW   {link},Other Google product or service,1
Google Maps Street View car sighting!!! #SXSW  {link},Other Google product or service,1
#sxsw peeps who want an iPad2: {link}  Brilliant.  Real?,iPad,1
Google maps/traffic view has saved people 2-years of time. #sxsw,Other Google product or service,1
@mention putting a gun to @mention head. Give me your iPhone! #SXSW {link},iPhone,1
"@mention Putting an pop up apple store at #sxsw is so smart, talk about understanding your demo's needs!",Apple,1
Apple is quarter of the music industry and 70% of all digital sales #touchingstories #tbwasxsw #sxsw,Apple,1
"Come by Aquent Booth 1413 at #SXSW to learn about internetonlinewebsite.com, meet us &amp; enter to win an iPad 2!",iPad,1
Ipad 2 acquired thanks to @mention perserverance. 1 vote for husband of the year. Check #sxsw,iPad,1
Playing &quot;People Are People&quot; at the Google #SXSW party!!! Depeche Mode FTW!!!,Google,1
Apple...&quot;the classiest fascist company in America&quot; Kara Swisher #sxsw,Apple,0
"Get it for #sxsw , folks. It's #prettycool #chevysxsw RT @mention Update for iPhone Retrollect users is available. Now with more awesome!",iPad or iPhone App,1
Questioner at #sxsw just said &quot;Thanks and I'm a big fan&quot; to Google's @mention which caused her to giggle and audience to laugh.,Google,1
I've never been surrounded by so many #iPhone users! I keep think it's my phone that's ringing! #sxsw,iPhone,1
[SoftLayer Blog] SoftLayer #SxSW Server Challenge - Video - {link} äÁ Have you tried it yet? An iPad 2 could be yours!,iPad,1
"Is twitter broken? Or is it my iPad. Can't follow the SXSW hash right now. Wow, that might be my nerdiest tweet yet. #tmsxsw #SXSW.",iPad,0
#spiltbeer consequences of drunk techies #sxsw let's see what android has to offer compared to this.,,1
Watch your ears! RT @mention I'll be at the Austin Convention Center today w/ my @mention fam... showing my new iPhone game. #SXSW,,1
"Okay, fair enough lining up for new tech, but not at the cost of #sxsw... It is so much better than a new iPad... {link}",iPad,0
"I'll never forget this March 2011 weekend: Japan earthquake, iPad 2 and my first South by Southwest #SxSW. Memolane that y'all!",iPad,1
Hipster or hobo? Only way to tell is the iPhone. #sxsw,iPhone,1
It's clear I will never be cool at #SXSW because I am without an iPad. And I'm generally not cool. Doubly handicapped,iPad,1
"Headed for iPad Design Headaches (2 Tablets, Call in the Morning) #SXSW {link}",iPad,0
Design for iPad is like a design 101 class. Will someone give a talk and assume that we didn't all ditch our previous experience #sxsw,Other Apple product or service,0
#sxsw #csr reporting: Janecek: Microsoft gives $ to charity. Apple gives nothing. Everyone in room has iPhone. What drives that decision?,Apple,0
Thanks for the free drinks Google!  #sxsw (@mention Speakeasy w/ 47 others) {link},Google,1
Days later there's still a line out the door at the #SXSW apple store for the iPad2.  {link},iPad,1
I can hear those ipad 2 nutters ipading away even now. Such is life in the techno hipster Mecca. #SXSW,iPad,0
Seated for Turkey Bowl; Armadillo &amp; Kill List Sxxpress passes acquired; now if I could only buy an iPad. #SXSW,iPad,1
wow! major win for you! ÛÏ@mention traded the Xoom I won at the JS party for the iPad 2 @mention won #sxsw #winwin #winning #tigerbloodÛ,iPad,1
"&quot;O frabjous day ! Callooh ! Callay !Û_[Baaah!?]&quot;ÛÓLewis
 Carroll ÷È crowd swarms for iPad 2 launch {link} via @mention #SXSW",iPad,1
"Apps distract pubs, sez Khoi Vinh. Instead of focusing on reader exp, they're delivering same content 3 ways. #SXSW  {link}",,0
"SXSW Interactive: GoogleÛªs Mobile Future, &amp; Elusive Û÷Power of HereÛª - @mention @mention - #sxsw #google #mobile - {link}",,1
"Congrats Radical Media, Google, Arcade Fire for #sxsw best in show: Wilderness Downtown!",Google,1
How frustrating is it that Zeldman autocorrects to Zelda on the iPhone? #jzsxsw #sxsw,iPhone,0
Google Circles at #sxsw whoooooo {link},Google,1
Google Circles is (not) a real thing and will (not) be launched today at #sxsw {link},Other Google product or service,0
"Google Circles, if as described another good move as a product but too late?{link} #sxsw (via @mention",Other Google product or service,1
Google Circles?  #sxsw #orly?,Other Google product or service,1
"Dear Lanyrd -- you're site is awesome to use for #sxsw, but i wish you had an iphone app!",iPad or iPhone App,1
apple store #sxsw line is moving at the front. these fruit basket imacs better be worth it!,Apple,1
#Foursquare + #Gowalla updating to V3.0; just in time for #SXSW.  Gowalla def stepped it up w/ their new #Android UI.,Android App,1
"Apple store coming 2 Austin for SXSW.   RT: &quot;@mention Before It Even Begins, Apple Wins #SXSW {link} on @mention",Apple,1
ÛÏFoursquare for bands&quot; just in time for #SXSW {link},iPad or iPhone App,1
Temperature going up :) RT @mention @mention  @mention &amp;  @mention having fun at #google [pic] #SXSW {link},Google,1
Apple Store has had a line down the block all week long at #sxsw amazing,Apple,1
Apple Store is buzzing: {link} - RT @mention Speaking of #sxsw: how about that #apple store on 6th and congress? Would...,Apple,1
&quot;There is no other explanation for Apple's continued survival than the existence of God&quot; #GuyKawasaki #sxsw,Apple,0
"Apple store peeps come running, high-fiving all in line. Open any sec? Enuf for all us chumps? #SXSW #ipad2 {link}",Apple,1
#papasangre producers new audio experience iPhone awesomeness #nightjar looks (or rather sounds) amazing. #sxsw,iPhone,1
"Papa Sangre, an immersive audio game for IPhone, is free today. Highly recommended. #PapaSangre #SxSW",iPad or iPhone App,1
"@mention re:new features of google maps,ex:ability to see inside amazing museums and be able to zoom to the brushstroke #SXSW #LoveHer",Other Google product or service,1
"I was there. It was nuts. RT @mention iPad 2 in hand, awesome dude gave me cutsies on a 3 hour line. #austin #apple #sxsw #winning",iPad,1
Whoa! There's a dude in front of me using Google Wave! #sxsw #xplat,,1
&quot;There's a reason why Google isn't in social -- they are too technical.&quot; #sxsw #comments,Google,0
"Enough already .... ÛÏ@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxswÛ",,0
people already lining up on the #sxsw #apple store at 6th and Congress. Festival promises to be much more attracting than that!,Apple,1
#sxflip breaking(?) iPhone version of Flipboard is ther next product #sxsw yay!,iPad or iPhone App,1
@mention really disappointed with the iPad app - lots of error messages have to switch to tweet deck for the rest of #sxsw,iPad or iPhone App,0
Pick Up Great Unlockable Deals by Checking Into Places on Google Latitude [Apps] {link} #GoogleBlog #SXSW #VIP,Other Google product or service,1
"just ordered my ipad 2 and am excited to be at #SXSW, but it all seems silly with what's happening in japan right now.",iPad,1
Score a free imo tshirt outside the SXSW Apple store today at 2:15 PM &amp; check out imo's app for the iPad 2  {link} #sxsw #ipad2,iPad or iPhone App,1
Farmers prefer Balckberries over iPhones and Andriod devices. More durable? Anti-Apple feelings?  #mobilefarm #sxsw,iPhone,0
#iPad therefore I am.  What is the line like at the #Apple Store near #SXSW in Austin?  send pics!,iPad,1
Horrible repressed memories of the Apple spinning beach ball coming back at the #progressbar talk. #sxsw,Apple,0
@mention Respectfully disagree about the iphone. Battery life is a problem and it isn't as ubiquitous as it seems. #project314 #sxsw,iPhone,0
Very interesting. RT @mention Apple to Open Pop-Up Shop at SXSW {link} #sxsw #sxswi #popupshop #apple,Apple,1
"adaptive retail -- apple to open pop-up shop at #sxsw. skillfully done, cupertino: {link}",Apple,1
"#sxsw   Tried 2 days with iPAD, w/o MacBook Pro.  the experiment is over. I heart a real keyboard.",iPad,0
Google (tries again) to launch a new social network called Circles: {link} #sxsw @mention #310409H2011,,0
#Google Crisis Response has a site up w/ good info on Japanese earthquake/tsunami: {link} #SXSW #SXSWi,Google,1
During Marissa Mayer's presentation at #SXSW they did  a demo of Google maps version 5.2 on mobile and it was pretty impressive.,Other Google product or service,1
Even security guards in Austin enjoy iPad time. #SXSW (cc @mention {link},iPad,1
Social marketing experts at #SXSW: Everyone has to face facts &amp; admit that Apple again showed everyone how marketing is done. #CNET,Apple,1
Need a Workspace?  Book it from your #iPhone {link} @mention #app #SXSW #virtualoffice,,1
Thanks girl! RT @mention Congrats to @mention on winning the last @mention #iPad case for her boyfriend aw :) #SXSW #cbatsxsw,Other Apple product or service,1
"On the Early #nerdbird to #SXSW - get @mention iPhone app. Share photos of airport people. Like people of Wal-Mart, but at airports!",iPad or iPhone App,1
False Alarm: Google Circles Not Coming NowÛÒand Probably Not Ever? - {link} #Google #Circles #Social #SXSW,,0
iPad 2 turned into giant camera looks plain stupid #sxsw,iPad,0
Cool Internet art: Google will eat itself. Google ads revenue used  to buy google stock. #sxsw,Google,1
Great Intro to #saveustechies #sxsw: VIDEO: the Surui Carbon Project from Google Earth Engine {link},Other Google product or service,1
#sxsw Android users: we're proud of you.,Android,1
Hot Pot from Google for mobile maps is a 'very' interesting new app. #sxsw #sxswi,Other Google product or service,1
Learned from sponsored #sxsw software: 1) Austin = nice walking city; 2) Mapquest = piece of shit mapping software. (go Google Maps!) #fb,Other Google product or service,1
#SXSW impromptu Apple store line is about 2 blocks long!  {link},Apple,1
driving around austin on google street view scoping out locations. from my desk. #sxsw,Other Google product or service,1
Rumours around Google Circles have been proven to be untrue. There was no announcement at #SXSW in Austin Texas. There must be something!,,1
Playing around with the @mention #iPhone #app.  It's awesome.  Will be using it a lot at #SXSW,iPad or iPhone App,1
Why is #GroupMe not available in Canada for iPhone users? #SXSW - Would love to check it out.,iPad or iPhone App,0
@mention Route around traffic is saving Google Maps users 2 years everyday #sxsw,Other Google product or service,1
Google's route around traffic function saves users 2 years EVERY DAY. Good for future? ÛÓ Marissa Mayer at #sxsw,Google,1
Android growing super fast. At Lustre Pearl - Team Android party for @mention @mention @mention just walked in. #androidsxsw #sxsw,Android,1
Happily drowning in a sea of apple macs and monster energy drink #SXSW,Other Apple product or service,1
Got my morphie iphone case in time for #SXSW! Good news =  &gt;power  + &lt;anxiety. Bad news = barely fits in my hand.,Other Apple product or service,1
#SXSW goers want to sell your iPad so you can buy a new one? Give me a shout. #iPad,iPad,1
iPhone version of flipboard hopefully out this summer #sxflip #sxsw,iPad or iPhone App,1
#SXSW #personalcloud Google 'create great design principles' for great tips,,1
SXSW: Foursquare updates its merchant platform with new ÛÏSpecialsÛ {link} #Android #FlashSpecial #free #iPhone #SXSW,Android,1
"On the first day of #SXSW, the #iPad2 launch stole a lot of the thunder. {link}",iPad,1
@mention RT @mention Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch {link},iPad,1
@mention RT @mention Confirmed! Apple store 2 week popup in Austin for #SXSW Now with picture!  {link} {link},Apple,1
@mention RT @mention Want a free juice pack air for iphone 4? At #SXSW? WeÛªll be giving away 5 at a 2b-announced location. Stay tuned!,,1
#BooYah! RT @mention @mention Just synced my #iPad2 and full of Apple joy #SXSW ;),iPad,1
#BooYah! RT @mention &lt;---- Guess who won an iPad at the #unsix tweetup? Thanks to @mention &amp; @mention #sxsw #happydance,iPad,1
Awesome! RT @mention #sxsw with @mention Come check out @mention and get your FREE custom iphone case @mention grill,,1
Awesome! RT @mention Apple's temporary megastore at #SXSW could be model for future conferences/events: {link},Apple,1
Awesome! RT @mention Heading to Austin for #SXSW? The Austin LP guide for #iPhone is free for a limited time {link},iPad or iPhone App,1
Awesome! RT @mention Yes! Gowalla wins best Andoid app at the Team Android Choice Awards. Thanks all! #sxsw,Android App,1
Niceness RT @mention Less than 2 hours until we announce the details on the iPad 2 giveaway! #SXSW #SXSWi,iPad,1
Oh no... RT @mention CONFIRMED: New iPad 3 coming this September - {link} #Apple #iPhone #iPad #sxsw,iPad,1
Or Droid RT @mention Has spontaniety in life been replaced by technology? When your iPhone battery dies you go home. Great ?  #sxsw,iPhone,0
So cool! RT @mention Updated NPR Music iPhone app song info 4 All Songs 24/7 &amp; live video streaming in time 4 #SXSW {link},iPad or iPhone App,1
"So true: RT @mention &amp; @mention &quot;Google before you tweet&quot; is the new &quot;think before you speak.&quot; - Mark Belinsky, #911tweets panel at #SXSW.",Google,1
Sweet :) RT @mention Bday pressie for myself: iPhone 4. @mention got a matching one. Now we can fit in with hipsters #sxsw this wkd ;),iPhone,1
Google earth engine are providing tech to indigenous tribes to report on statuses of forests. This is more like it #saveustechies #sxsw,Other Google product or service,1
Which smartphone rules #sxsw?  Definitely the iPhone 4.  96% of Apple smartphone I've eyeballed are the iP4,iPhone,1
"Google Party is at GSD&amp;M (Google Map it). #SXSW badge gets u in. Free food, drinks, music. Big place. No line. Great party. Come!",Google,1
"Google party, don't think they are checking for badges if you say your on list. Free food and booze. #frood #sxsw CC @mention",Google,1
Google party! #sxsw (@mention GSD&amp;M w/ 157 others) {link},Google,1
Google party. Photo booth fun. #SXSW {link},Google,1
"Per this rumor, Google may preview its big social strategy at an '80s-themed costume party at #SXSW. Yep. {link} {link}",Google,1
"Yes, the rumors are true. Come play with @mention on iPad at our booth at #SXSW, exhibit hall 3. #iPad #iPad2 (Under the giant &quot;O&quot;)",,1
Will I survive #SXSW will only 1.6 gigs of space left on my iPhone? We shall see.,iPhone,0
A #browserwars panel without Apple is like a #sxsw without parties.,Apple,1
"#blackberry users must feel like such losers here at #sxsw. clearly. #iphone crowd, baby.",iPhone,1
Guess everyone wanted to design ipad apps for their mom #sxsw,iPad or iPhone App,0
10 minutes 'til Marissa Mayer from google takes the stage #sxsw,Google,1
Check this @mention RT @mention 10:30 AM line at Apple pop-up store in Austin. It opens at 5 PM. #sxsw {link},Apple,1
Don't miss @mention presentation in #CircusMash at 2 PM! Filmaster Mobile for iPhone is to be officially launched! #SXSW,iPad or iPhone App,1
Watch this @mention #sxsw - #ecademy @mention {link} &gt;&gt; fascinating &amp; so true about maps saving itme - lots of it,,1
"Google has &quot;got a lot better&quot; at protecting users' privacy with location-based tools over past 12 months, says Mayer #sxsw",Google,1
Up next is &quot;Left Brain Search = Google. Right Brain Search = X&quot;. (Thx to @mention for the vote. :) ) {link} #SXSW,Google,1
#Apple has a temporary retail store at #SXSW - sweet! #iPad2,Apple,1
Blogger is about due for an update... Google finally takes action and will showcase the new design at #SXSW {link},Google,1
"2 iPad 2's acquired. In line at 9:30a, store opened at 10. Had iPads within 20 min. Not bad. Way to go Apple #SXSW team!!",Apple,1
No way. Is Apple really manhandling #sxsw like that? RT @mention Smartphone breakdown at #sxsw (unofficÛ_ (cont) {link},Apple,1
Wish I was at #SXSW meeting with everyone in #TeamAndroid and the rest of the Android community. I will be there next year.,Android,1
iPad 2 has been purchased. It's 90 and sunny.  Tan. 4square. So far so good at #SXSW.,iPad,1
"Qrafter is better than all paid or free QR Code apps, because it can not only scan #vCards, it can also download them! #QRCode #iPhone #SXSW",iPad or iPhone App,1
Most press coverage I've had in my life? Standing in the Apple line... #sxsw,Apple,1
Steve Jobs doesn't position the iPhone as a device made in China where suicide rates are high He sells dreams #Kawasaki #thisisdare #SXSW,iPhone,0
Four hours down. Six and a half to go. But the adventure has been worth it.  #apple #SXSW,Apple,1
This looks fun. Party Like It's 1986 hosted by Google and the ACLUs of N California and Texas #SXSW,Google,1
Reid cites Google's Route Around as a good start to realtime/near realtime data {link} @mention #sxsw,Other Google product or service,1
&quot;This Google/Bing Q&amp;A panel is like the world's most expensive SEO consultation.&quot; -@mention  #SXSW,Google,0
"iPad users have a slow, resting heart rate. Its a more leisurely use than desktops or phones. #tapworthy #sxsw",iPad,1
iPad users have slower and more leisurely usage than iPhone users. @mention #tapworthy #sxsw,iPad,1
Wish I was in #SXSW right now. Lots of action taking place. I am sure it will be fun. Nevertheless google it and you will find tons of news.,,1
Google was incapable of doing disruptive innovation- and acquired 89 startups over the last few years @mention #leanstartup #sxsw,Google,0
My friends iphone changed BACK an hour instead of forward. Its AT&amp;T. Any hints on how to fix it?! #SXSW #iphone #help,iPhone,0
iPhone GPS is messed up. Thinks I'm in Yonkers. Almost as good as #SXSW. {link},iPhone,0
"Okay, this is really it: yay new @mention for #Android app!!!!11 kthxbai. #sxsw",Android App,1
#SXSW Gets Its Own Apple Store -  {link},Apple,1
Ming.ly is launching soon and celebrating by giving away an Apple TV each day! #sxsw #launch {link} via @mention,,1
"With moves like this, it's no wonder Apple stays on top. {link} #sxsw",Apple,1
This makes missing #SXSW hurt more. ÛÏ@mention Apple Blog: Apple Opening Temporary iPad 2 Store to Handle SXSW Demand {link},iPad,1
&quot;it's not about affirmative action; having women on the product team [at Google] literally made the product better&quot; @mention #SXSW,,1
"So jealous of @mention who is at the team #android event at #sxsw #androidsxsw. Get some swag, girl!!!!!",Android,1
iPad2 goes on sale on first day of #sxsw in #atx tomorrow; is Apple sending a lorry load to Austin? Riots may ensue.,Apple,1
Any movies one recommends to put on my iPad for the flight(s) home tomorrow? #lazyweb #sxsw,iPad,1
"check this out {link} - cool geo-location app for #iPhone, mixing music and parties at #SXSW with #maps I'm going next year...",iPad or iPhone App,1
Apple puts popup store at #SXSW to hawk iPad 2.  Think they'll sell one or two?  {link},iPad,1
YouTube is second largest search engine (globally) after Google says @mention #discotalk #sxsw,Google,1
"So, here's the latest game I worked on for iPhone/iPod - {link} - Hobo with a Shotgun! Made w/@mention #sxsw @mention",iPad or iPhone App,1
"#SXSW does the world really needs Google Circles, Fb will just implement it eventually",Other Google product or service,0
At an 80's theem Google party and Spazmatic is kill'n the stage!! HOOOOOOOoOoOOOo!!!! #SXSW,Google,1
"Tweet this to register for exclusive passes to events, parties + iPad 2 during #SXSW - &quot;Give me liberty and/or a free #sxswpass - please RT",iPad,1
Apple gets to the core of #SXSW with it's pop up experiential shops #XM #Events {link},Apple,1
